Date,Sentiment Index
2016-01-04,
2016-01-05,
2016-01-06,
2016-01-07,
2016-01-08,
2016-01-11,
2016-01-12,
2016-01-13,0.7812445944233581
2016-01-14,0.7845433308360743
2016-01-15,0.7908786958947687
2016-01-18,0.7921712927017259
2016-01-19,0.7934011325174231
2016-01-20,0.7946753126360813
2016-01-21,0.7967485028543069
2016-01-22,0.7962548070104214
2016-01-25,0.796460074147959
2016-01-26,0.7952214721503696
2016-01-27,0.7959413753835363
2016-01-28,0.7963898523762563
2016-01-29,0.794653237899531
2016-02-01,0.7958551241950653
2016-02-02,0.7945104240359033
2016-02-03,0.7957318404454514
2016-02-04,0.7950041203999232
2016-02-05,0.7970503055427229
2016-02-08,0.7996038124598779
2016-02-09,0.8029849292496418
2016-02-10,0.8050726257885126
2016-02-11,0.8093532773959597
2016-02-12,0.8113632128259964
2016-02-15,0.8118013809413114
2016-02-16,0.8121885792641814
2016-02-17,0.8108790821420544
2016-02-18,0.8088348455833003
2016-02-19,0.8062148451522679
2016-02-22,0.8056465927810263
2016-02-23,0.8032126331339065
2016-02-24,0.8027394479673458
2016-02-25,0.7999187740637212
2016-02-26,0.795363013827445
2016-02-29,0.7912728704077323
2016-03-01,0.7882405862280546
2016-03-02,0.7846644900480022
2016-03-03,0.7803287784522279
2016-03-04,0.7781592452181731
2016-03-07,0.7746884169693486
2016-03-08,0.7740572760960611
2016-03-09,0.7723263620281973
2016-03-10,0.7711334639068581
2016-03-11,0.7709192323207181
2016-03-14,0.7673264177273098
2016-03-15,0.7653815644309518
2016-03-16,0.7628467100822363
2016-03-17,0.7610887082606783
2016-03-18,0.7554657729515233
2016-03-21,0.7494877776658342
2016-03-22,0.7431000858626886
2016-03-23,0.7389204795529487
2016-03-24,0.7338245860539794
2016-03-25,0.7247359869043577
2016-03-28,0.7188462321302644
2016-03-29,0.7168945297337552
2016-03-30,0.7172146400485391
2016-03-31,0.7145374682028041
2016-04-01,0.7117095143436256
2016-04-04,0.7086235750917849
2016-04-05,0.7089631537846568
2016-04-06,0.7089129249886805
2016-04-07,0.710345395352072
2016-04-08,0.710821584847595
2016-04-11,0.7099419557184836
2016-04-12,0.7132990853856658
2016-04-13,0.7125671599449475
2016-04-14,0.7127729751909544
2016-04-15,0.7138005592047842
2016-04-18,0.7139944062777184
2016-04-19,0.7098717291076166
2016-04-20,0.7107268696100699
2016-04-21,0.7093641478243942
2016-04-22,0.7095744506202653
2016-04-25,0.7108342813105457
2016-04-26,0.7132335763470099
2016-04-27,0.7143670659618133
2016-04-28,0.7167482222635146
2016-04-29,0.7190107103232095
2016-05-02,0.7233342823951174
2016-05-03,0.7258195832864403
2016-05-04,0.7272205117810582
2016-05-05,0.7306593138010713
2016-05-06,0.7364465786586272
2016-05-09,0.7368541494344378
2016-05-10,0.7391190571297692
2016-05-11,0.7381776996278868
2016-05-12,0.7384904150918161
2016-05-13,0.7413161643218027
2016-05-16,0.7457343741576634
2016-05-17,0.7486572681640449
2016-05-18,0.7498824213514912
2016-05-19,0.7503187678113792
2016-05-20,0.750921599615175
2016-05-23,0.7516809098279338
2016-05-24,0.7477698419186456
2016-05-25,0.7475822566060613
2016-05-26,0.7482521710485239
2016-05-27,0.7476370149536073
2016-05-30,0.7501506850007114
2016-05-31,0.754271582919857
2016-06-01,0.7533110539181394
2016-06-02,0.7531321310393522
2016-06-03,0.7538145963188194
2016-06-06,0.7558548506475422
2016-06-07,0.7548414679023008
2016-06-08,0.7531858042847126
2016-06-09,0.7534167842064692
2016-06-10,0.7547451316600151
2016-06-13,0.755886097050569
2016-06-14,0.7596524251160863
2016-06-15,0.7601415038463482
2016-06-16,0.7604540170761007
2016-06-17,0.7624881906509546
2016-06-20,0.7647557683452009
2016-06-21,0.7649465486239355
2016-06-22,0.7654759190224543
2016-06-23,0.7654340209212354
2016-06-24,0.7691697629120569
2016-06-27,0.7713259780659425
2016-06-28,0.7722814385344807
2016-06-29,0.7736067026904652
2016-06-30,0.7743717084574131
2016-07-01,0.7752425451373164
2016-07-04,0.7760186626423728
2016-07-05,0.7800780387772082
2016-07-06,0.782277736579249
2016-07-07,0.7833371765589874
2016-07-08,0.7840473734849258
2016-07-11,0.783014585543129
2016-07-12,0.7821613344385354
2016-07-13,0.7807478670091679
2016-07-14,0.7824577019926966
2016-07-15,0.7838558761275538
2016-07-18,0.7830151861312338
2016-07-19,0.7830081267816662
2016-07-20,0.7850191387787775
2016-07-21,0.7837678045639116
2016-07-22,0.7824795560428246
2016-07-25,0.7783240917360974
2016-07-26,0.7731018964683813
2016-07-27,0.7707393392666488
2016-07-28,0.7670685805197954
2016-07-29,0.76327751631842
2016-08-01,0.7615655479581891
2016-08-02,0.760373632622428
2016-08-03,0.763069451916047
2016-08-04,0.7633496577614374
2016-08-05,0.7564654363699082
2016-08-08,0.7480797044684944
2016-08-09,0.7423085478716267
2016-08-10,0.7395447984231254
2016-08-11,0.7370174814349633
2016-08-12,0.7336836583542372
2016-08-15,0.7312753161811834
2016-08-16,0.7273843997068541
2016-08-17,0.7258121489858254
2016-08-18,0.7231074294771416
2016-08-19,0.7221972536819359
2016-08-22,0.7195765969900947
2016-08-23,0.7191422890201151
2016-08-24,0.7201907009089346
2016-08-25,0.7194474943026046
2016-08-26,0.7176544074289475
2016-08-29,0.7174078985391388
2016-08-30,0.7146965087656261
2016-08-31,0.7138659111959695
2016-09-01,0.7118771221420643
2016-09-02,0.7089741030083805
2016-09-05,0.7113633160397188
2016-09-06,0.7124388833779327
2016-09-07,0.7128069443610783
