Date,Executive Board,Executive Committee,None Executive,Significant Shareholders
2016-12-23,39.109097772744434,14.11853529633824,18.68629671574179,28.08607021517554
2016-12-24,38.58466722830665,14.237573715248525,18.955349620893006,28.22240943555181
2016-12-26,38.765541740674955,14.964476021314388,18.960923623445826,27.30905861456483
2016-12-27,38.07813201616524,17.871576111360575,18.81454872025146,25.235743152222724
2016-12-28,38.84924174843889,18.01962533452275,18.599464763603923,24.531668153434435
2016-12-29,38.59984697781179,17.865340474368786,18.898240244835502,24.636572302983932
2016-12-30,37.60135135135136,18.074324324324326,18.513513513513516,25.810810810810814
2016-12-31,37.62045959970348,17.939214232765014,19.08821349147517,25.352112676056336
2017-01-02,36.89320388349515,18.8915857605178,18.325242718446603,25.88996763754045
2017-01-03,37.07001214083367,19.222986645082962,17.604208822339135,26.102792391744234
2017-01-04,36.27049180327869,19.4672131147541,18.0327868852459,26.229508196721312
2017-01-05,30.648688046647226,16.362973760932945,15.379008746355685,37.60932944606414
2017-01-06,30.609555189456344,15.650741350906097,14.991762767710052,38.74794069192752
2017-01-07,30.31969749054658,15.022344448264008,14.781711928497767,39.87624613269165
2017-01-09,30.631252155915835,13.004484304932735,14.76371162469817,41.60055191445326
2017-01-10,28.44857241142071,12.555899552803576,14.069487444100446,44.92604059167527
2017-01-11,27.411167512690355,12.11022480058013,13.19796954314721,47.2806381435823
2017-01-12,28.184591914569033,11.746758199847445,13.196033562166285,46.87261632341724
2017-01-13,29.793922458959138,11.7359413202934,13.098148794970314,45.371987425777164
2017-01-14,29.656160458452717,11.138968481375358,13.32378223495702,45.8810888252149
2017-01-15,28.627605190719624,10.617381046008651,12.819504522217853,47.93550924105387
2017-01-16,29.449578143832866,9.923664122137403,12.213740458015266,48.413017276014465
2017-01-17,37.917675544794186,12.54237288135593,13.801452784503631,35.738498789346245
2017-01-18,39.20792079207921,12.673267326732674,14.603960396039604,33.51485148514852
2017-01-19,39.56960913482652,12.64822134387352,14.053579270970577,33.728590250329376
2017-01-20,38.670694864048336,12.343547690979715,13.854121709106604,35.131635735865345
2017-01-21,40.85914085914086,12.837162837162838,14.085914085914087,32.217782217782215
2017-01-23,42.015113350125944,12.39294710327456,14.005037783375315,31.586901763224184
2017-01-24,40.77079107505071,11.105476673427992,15.669371196754565,32.454361054766736
2017-01-25,39.75720789074355,11.380880121396055,16.08497723823976,32.77693474962064
2017-01-26,38.394093216428246,12.136594370096908,16.012921089063223,33.456391324411626
2017-01-27,38.4852487890797,11.889035667107002,15.8960810215764,33.72963452223691
2017-01-30,37.365716954694065,13.545072396076598,16.113965436711815,32.975245212517514
2017-01-31,34.1796875,14.16015625,16.650390625,35.009765625
2017-02-01,33.469805527123846,14.534288638689866,16.325486182190378,35.670419651995914
2017-02-02,32.389096739711384,14.53768038482095,16.622127204703368,36.451095670764296
2017-02-03,31.288004422332783,16.030956329463795,16.086235489220567,36.59480375898286
2017-02-04,31.41447368421053,16.50219298245614,16.063596491228072,36.01973684210527
2017-02-05,30.25418474891507,17.296962182269066,16.367017978921268,36.08183508989461
2017-02-06,30.259001895135818,19.01452937460518,14.52937460518004,36.19709412507896
2017-02-07,29.260237780713343,20.14531043593131,13.93659180977543,36.65785997357992
2017-02-08,29.736842105263158,19.868421052631575,14.342105263157892,36.05263157894737
2017-02-09,28.38345864661654,21.74185463659148,14.160401002506267,35.714285714285715
2017-02-10,27.680090754395913,18.774815655133295,14.12365286443562,39.421440726035165
2017-02-11,28.990825688073397,18.226299694189603,13.761467889908257,39.02140672782875
2017-02-12,28.523263654753876,18.88064733648011,13.823331085637221,38.77275792312879
2017-02-13,26.53997378768021,23.263433813892533,14.74442988204456,35.4521625163827
2017-02-14,27.003942181340346,22.73324572930355,15.834428383705653,34.42838370565046
2017-02-15,27.62299940723178,21.161825726141082,16.241849436870186,34.97332542975697
2017-02-16,27.77777777777778,21.59329140461216,17.138364779874216,33.49056603773585
2017-02-17,26.84903748733536,22.492401215805476,16.312056737588655,34.34650455927052
2017-02-18,26.17713004484305,22.757847533632283,16.423766816143498,34.64125560538117
2017-02-19,25.775807473084235,23.432552248258393,16.276124129195697,34.51551614946169
2017-02-20,26.560587515299872,22.521419828641367,15.66707466340269,35.250917992656056
2017-02-21,26.39691714836224,24.020552344251765,16.63455362877328,32.947976878612714
2017-02-22,25.136612021857925,24.043715846994534,17.759562841530055,33.060109289617486
2017-02-23,25.66074002883229,23.017779913503123,17.587698222008648,33.73378183565593
2017-02-24,24.875170222423968,20.38129822968679,17.52156150703586,37.22197004085338
2017-02-26,24.555160142348754,20.58973055414337,17.742755465175396,37.11235383833248
2017-02-27,24.823053589484324,21.1324570273003,17.542972699696666,36.50151668351871
2017-02-28,26.637124569177743,20.433284096504188,16.789758739537174,36.1398325947809
2017-03-01,29.02163687676388,18.485418626528695,18.579492003762933,33.9134524929445
2017-03-02,29.908485856905152,17.970049916805323,19.384359400998335,32.73710482529118
2017-03-03,30.653450807635828,17.511013215859034,19.7136563876652,32.12187958883994
2017-03-05,30.741337630942787,17.002417405318294,20.789685737308623,31.466559226430302
2017-03-06,31.576923076923073,16.846153846153847,20.576923076923077,30.999999999999993
2017-03-07,33.50194552529182,16.108949416342412,19.92217898832685,30.466926070038912
2017-03-08,34.040910845233505,16.78888460054033,19.992280972597452,29.17792358162872
2017-03-09,36.5843949044586,17.237261146496817,20.18312101910828,25.995222929936308
2017-03-10,35.72679509632225,17.408056042031525,20.35026269702277,26.51488616462347
2017-03-12,35.93398349587397,17.32933233308327,20.517629407351837,26.219054763690924
2017-03-13,34.24759080800593,17.346182357301704,21.46034099332839,26.945885841363975
2017-03-14,33.35787923416789,18.7039764359352,19.992636229749632,27.945508100147276
2017-03-15,33.62637362637362,20.10989010989011,19.01098901098901,27.252747252747255
2017-03-16,32.9277022190408,21.97566213314245,17.680744452397995,27.415891195418755
2017-03-17,32.252027448534,21.334996880848408,17.061759201497193,29.351216469120402
2017-03-18,32.151462994836486,22.065404475043028,16.798623063683305,28.984509466437174
2017-03-20,32.30616302186879,21.76938369781312,16.56726308813784,29.357190192180248
2017-03-21,31.575520833333336,22.005208333333336,16.959635416666668,29.459635416666668
2017-03-22,30.865006553079944,21.95281782437745,16.54652686762778,30.635648754914808
2017-03-23,30.071521456436933,21.488946684005203,15.312093628088427,33.12743823146944
2017-03-24,30.237327864049224,21.35950776443012,15.08936419572224,33.31380017579842
2017-03-26,30.61815840309079,21.603348358016742,14.069542820347714,33.70895041854475
2017-03-27,31.812255541069106,21.54498044328553,13.885267275097785,32.757496740547595
2017-03-28,31.638236240746703,20.05149662053428,13.871902156420985,34.43836498229803
2017-03-29,32.06466823846414,18.693162681037386,14.112495789828227,35.12967329067026
2017-03-30,32.23840162546563,20.081273281408738,14.087368777514394,33.59295631561125
2017-03-31,32.76801938219261,19.624470018170808,14.02180496668686,33.58570563294973
2017-04-01,31.987891019172555,19.979818365287592,14.362596703666334,33.66969391187353
2017-04-02,32.53968253968254,19.501133786848072,13.492063492063492,34.467120181405896
2017-04-03,33.49073737740647,18.74318924809299,13.694151834362515,34.071921540138035
2017-04-04,34.22170722286597,19.58285052143685,14.098107377365777,32.0973348783314
2017-04-05,35.222830336200154,19.663799843627835,14.581704456606722,30.531665363565285
2017-04-06,35.727109515260324,19.281867145421902,14.757630161579893,30.233393177737884
2017-04-07,29.06764168190128,16.392443631931748,12.67519804996953,41.86471663619744
2017-04-08,28.286583305170666,16.796214937478876,12.335248394727948,42.58195336262251
2017-04-10,27.537148276952262,15.080619664875119,11.602908631046475,45.77932342712614
2017-04-11,28.73831775700934,13.251001335113486,11.882510013351135,46.128170894526036
2017-04-12,28.73160476524177,12.78906797477225,11.597757533286615,46.881569726699375
2017-04-13,29.09809084924292,13.199473337722184,11.619486504279132,46.08294930875576
2017-04-14,29.06683480453972,13.272383354350566,11.475409836065573,46.18537200504414
2017-04-15,28.080736543909346,12.924929178470254,11.08356940509915,47.91076487252124
2017-04-17,29.377713458755427,12.55426917510854,11.251808972503618,46.81620839363242
2017-04-18,28.70508982035928,12.013473053892215,10.741017964071855,48.54041916167664
2017-04-19,28.62016679302502,11.865049279757391,10.576194086429114,48.938589840788474
2017-04-20,36.997578692493946,12.88135593220339,12.784503631961257,37.3365617433414
2017-04-21,36.529284164859,13.015184381778742,13.015184381778742,37.44034707158351
2017-04-22,38.83808499193115,15.0080688542227,14.25497579343733,31.89887036040882
2017-04-23,37.99019607843137,15.31862745098039,13.848039215686276,32.84313725490196
2017-04-24,37.75641025641026,15.641025641025644,14.871794871794872,31.730769230769234
2017-04-25,42.84833538840937,13.81011097410604,13.625154130702835,29.716399506781748
2017-04-26,43.794749403341285,14.021479713603819,14.439140811455847,27.74463007159904
2017-04-27,42.588614393125674,14.554242749731472,14.232008592910846,28.625134264232006
2017-04-28,41.900000000000006,14.800000000000002,13.600000000000001,29.7
2017-04-29,42.296918767507,14.50980392156863,13.72549019607843,29.46778711484594
2017-04-30,42.247332077840554,14.626490897677341,13.496547394852481,29.629629629629626
2017-05-01,42.36060825488776,14.98913830557567,13.902968863142648,28.747284576393916
2017-05-02,43.05157593123209,15.18624641833811,15.544412607449857,26.217765042979945
2017-05-03,42.33289646133683,15.399737876802098,15.858453473132371,26.4089121887287
2017-05-04,39.7752808988764,15.730337078651685,16.01123595505618,28.48314606741573
2017-05-05,39.78378378378378,15.837837837837837,15.675675675675674,28.702702702702705
2017-05-06,35.78616352201258,17.547169811320753,16.729559748427672,29.937106918238992
2017-05-07,35.092724679029956,17.617689015691866,16.761768901569187,30.527817403708983
2017-05-08,38.07854137447406,16.619915848527352,16.830294530154276,28.471248246844322
2017-05-09,38.37293016558675,16.414686825053995,18.574514038876888,26.63786897048236
2017-05-10,38.38892385147892,15.60730018879799,19.068596601636255,26.93517935808685
2017-05-11,37.71834061135371,16.539301310043665,19.268558951965066,26.473799126637555
2017-05-12,37.530266343825666,15.93220338983051,20.0,26.53753026634383
2017-05-13,37.36929003852504,16.01541001651073,19.757842597688494,26.85745734727573
2017-05-14,37.61140819964349,15.864527629233512,19.786096256684495,26.7379679144385
2017-05-15,40.311004784689,16.267942583732058,20.215311004784688,23.20574162679426
2017-05-16,39.26309729418538,17.15601611974669,20.610247553252737,22.9706390328152
2017-05-17,39.32755985736118,17.982679572083544,19.816607233825778,22.873153336729494
2017-05-18,36.638297872340424,18.0,18.765957446808514,26.595744680851062
2017-05-19,35.096930533117934,18.699515347334412,18.336025848142164,27.86752827140549
2017-05-20,34.22459893048128,18.71657754010695,18.22638146167558,28.832442067736185
2017-05-21,33.82425135002454,19.53853706431026,17.820324005891017,28.816887579774182
2017-05-22,34.867776689520085,19.049951028403527,17.678746327130266,28.403525954946137
2017-05-23,35.02740408570005,19.382162431489785,17.43896362730443,28.151469855505727
2017-05-24,35.31989482909728,19.10604732690622,17.703768624014025,27.870289219982475
2017-05-25,35.02358490566038,19.575471698113205,18.238993710691823,27.16194968553459
2017-05-26,34.36900652090525,19.639432297660147,17.414652857690832,28.576908323743773
2017-05-27,34.27592116538133,19.494430162810627,17.223650385604113,29.005998286203944
2017-05-29,33.73860182370821,18.627876682587928,17.151541467650887,30.481980026052973
2017-05-30,35.42774287095216,20.299661672305465,17.931367810536493,26.3412276462059
2017-05-31,34.7870182555781,20.38539553752536,18.864097363083168,25.963488843813394
2017-06-01,35.37906137184115,21.43501805054152,17.96028880866426,25.225631768953072
2017-06-02,35.860500379075056,20.01516300227445,17.28582259287339,26.838514025777105
2017-06-03,35.23769808173478,20.18348623853211,17.097581317764803,27.481234361968305
2017-06-05,34.975165562913915,20.77814569536424,16.597682119205302,27.64900662251656
2017-06-06,33.36038961038961,20.29220779220779,15.746753246753247,30.600649350649352
2017-06-07,32.86307053941909,20.4149377593361,15.394190871369295,31.327800829875525
2017-06-08,33.793969849246224,20.14237855946398,15.78726968174204,30.27638190954774
