Date,Buy derivative,Sell derivative,All Buy,All Sell
2019-08-14,6,0,84,-21
2019-08-15,5,-1,90,-15
2019-08-16,5,-2,78,-31
2019-08-19,7,-1,65,-28
2019-08-20,3,-2,61,-17
2019-08-21,2,0,51,-23
2019-08-22,5,-1,76,-26
2019-08-23,3,-1,84,-28
2019-08-26,3,-1,54,-23
2019-08-27,5,0,65,-24
2019-08-28,2,-2,86,-23
2019-08-29,5,0,77,-28
2019-08-30,6,-2,86,-31
2019-09-02,4,-1,71,-30
2019-09-03,3,0,75,-24
2019-09-04,3,-1,60,-36
2019-09-05,2,-2,63,-31
2019-09-06,7,-2,62,-32
2019-09-09,2,0,32,-17
2019-09-10,4,0,44,-32
2019-09-11,3,0,42,-30
2019-09-12,4,-1,57,-36
2019-09-13,8,-2,86,-44
2019-09-16,7,-1,70,-38
2019-09-17,2,-1,72,-33
2019-09-18,3,-2,75,-30
2019-09-19,6,-1,67,-27
2019-09-20,7,0,75,-29
2019-09-23,4,-1,75,-27
2019-09-24,5,0,65,-22
2019-09-25,4,0,69,-21
2019-09-26,7,0,72,-26
2019-09-27,3,-1,68,-35
2019-09-30,4,0,69,-26
2019-10-01,5,0,31,-17
2019-10-02,1,0,52,-21
2019-10-03,3,-2,32,-17
2019-10-04,6,-2,60,-26
2019-10-07,6,0,60,-29
2019-10-08,0,-1,57,-26
2019-10-09,3,-1,60,-20
2019-10-10,1,0,45,-18
2019-10-11,0,0,13,-4
