Date,ADAS,HFR Equity Hedge Index
2017-12-12,125.567504149,108.773206503
2017-12-13,126.138070491,108.512444663
2017-12-14,126.290264612,108.230891181
2017-12-15,126.597105547,108.670980932
2017-12-18,126.927020272,109.296462822
2017-12-19,126.169603242,109.19423725
2017-12-20,125.921569569,109.336313469
2017-12-21,126.820871486,109.784200085
2017-12-22,126.766016572,109.999913368
2017-12-26,126.552119294,109.972191179
2017-12-27,126.126029933,110.002512323
2017-12-28,126.185233865,110.166246502
2017-12-29,125.357277081,110.088277845
2018-01-02,127.02614317,110.54222869
2018-01-03,127.255624178,110.951997296
2018-01-04,127.473145492,111.386022818
2018-01-05,126.853552248,111.635522519
2018-01-08,126.853858713,111.611265604
2018-01-09,126.053425693,111.929204459
2018-01-10,125.924081767,111.770668191
2018-01-11,126.937979016,112.620526548
2018-01-12,126.910244907,113.254671622
2018-01-16,125.899661224,112.764335404
2018-01-17,126.074872588,112.941930677
2018-01-18,125.786282949,112.840571423
2018-01-19,126.936022554,113.203558835
2018-01-22,127.363505243,114.013566545
2018-01-23,127.491320394,114.430265699
2018-01-24,127.827849798,114.396479281
2018-01-25,127.213069542,114.218884008
2018-01-29,126.31721405,114.857360673
2018-01-30,126.893549182,113.892281968
2018-01-31,126.941501586,113.842901819
2018-02-01,127.235861743,113.970250625
2018-02-02,128.311656942,112.822378736
2018-02-05,130.275291975,112.399615354
2018-02-06,129.86614909,111.967322469
2018-02-07,130.509518458,112.08081018
2018-02-08,131.4291077,110.887023416
2018-02-09,131.62128871,110.843707496
2018-02-12,131.372234531,111.398151276
2018-02-13,131.82179326,111.322781575
2018-02-14,132.642743909,112.424738588
2018-02-15,133.280745446,112.898614756
2018-02-16,133.351034911,112.915074806
2018-02-20,132.359773997,112.547755802
2018-02-21,132.441876046,112.682901473
2018-02-22,132.467405653,112.514835702
2018-02-23,132.922799335,113.010369831
2018-02-26,133.630826796,113.388084656
2018-02-27,132.679970716,112.753073264
2018-02-28,131.385504789,112.150981971
2018-03-01,130.903854019,111.555821226
2018-03-02,132.414168131,111.43973456
2018-03-05,134.157370595,111.892819087
2018-03-06,134.048760954,112.171773614
2018-03-07,134.28354438,112.318181425
2018-03-08,133.889669276,112.539092619
2018-03-09,135.083019168,113.195761971
2018-03-12,135.100903685,113.550086199
2018-03-13,134.542705939,113.095269035
2018-03-14,134.359832506,112.825844011
2018-03-15,134.533911651,112.656911922
2018-03-16,134.195702727,112.779929136
2018-03-19,133.891447472,112.170040978
2018-03-20,133.442150381,112.419540679
2018-03-21,134.026694754,112.730548987
2018-03-22,133.632848466,111.800989337
2018-03-23,132.831602131,110.841108542
2018-03-26,134.280700408,111.438868243
2018-03-27,133.936203679,111.212759139
2018-03-28,133.489515374,110.743214563
2018-03-29,134.480085449,111.381691229
2018-04-02,134.096209861,111.257807697
2018-04-03,134.527392506,111.496045259
2018-04-04,134.715569609,111.290727797
2018-04-05,135.763608679,111.65891312
2018-04-06,133.870518076,110.803856853
2018-04-09,133.973701331,110.798658943
2018-04-10,135.081753005,111.76806924
2018-04-11,136.127560199,111.442333519
2018-04-12,135.610125721,111.964723518
2018-04-13,135.577573663,111.844305259
2018-04-16,136.724652553,111.899749637
2018-04-17,137.994851355,112.301721378
2018-04-18,139.807637697,112.526964164
2018-04-19,139.535177738,112.196030533
2018-04-20,138.047097269,111.962990882
2018-04-23,138.221183136,111.80098934
2018-04-24,137.30028563,111.44233352
2018-04-25,138.467397598,111.18157168
2018-04-26,138.889153863,111.200630685
2018-04-27,138.521808381,111.010906954
2018-04-30,136.72750554,110.764872526
2018-05-01,137.178898146,110.841108546
2018-05-02,136.108508067,110.84457382
2018-05-03,136.11072675,110.520570736
2018-05-04,138.328402322,110.788263124
2018-05-07,139.221890817,110.990981631
2018-05-08,138.730861601,110.664379592
2018-05-09,140.285565884,111.124394666
2018-05-10,141.609738917,111.462258845
2018-05-11,141.037620675,111.85123581
2018-05-14,141.591840272,111.945664516
2018-05-15,140.933973241,111.593939243
2018-05-16,142.81393093,111.877225362
2018-05-17,142.854921723,111.929204466
2018-05-18,141.713566706,111.669308944
2018-05-21,142.241881984,111.761138695
2018-05-22,141.757733368,111.790593521
2018-05-23,141.092511779,111.296792029
2018-05-24,141.500041927,111.22575392
2018-05-25,141.299288665,111.130458895
2018-05-26,141.312339655,111.130458895
2018-05-28,141.312339655,111.130458895
2018-05-29,140.892870758,110.422676757
2018-05-30,140.971464828,110.995313224
2018-05-31,140.322721707,111.095806159
2018-06-01,140.840114617,111.418942925
2018-06-04,141.583291524,111.457060935
2018-06-05,142.845604621,111.464857801
2018-06-06,143.05497994,112.021034218
2018-06-07,143.137962905,112.078211233
2018-06-08,143.627731604,112.120660835
2018-06-11,143.823656579,112.166575711
2018-06-12,144.700948016,112.071280686
2018-06-13,145.232830186,112.092072328
2018-06-14,145.169897787,111.899749642
2018-06-15,145.271191988,111.764603971
2018-06-18,145.719602283,111.412878698
2018-06-19,144.846628511,110.989248997
2018-06-20,146.311924395,111.284663574
2018-06-21,144.744861302,110.844573823
2018-06-22,144.917797868,111.113132529
2018-06-25,143.469727354,110.466858998
2018-06-26,143.827363574,110.440869446
2018-06-27,142.784171977,109.899420442
2018-06-28,142.755214425,109.827516014
2018-06-29,142.387118112,110.357702879
2018-07-02,142.170263298,110.612400491
2018-07-03,142.052190078,110.697299695
2018-07-05,141.752922749,110.750145118
2018-07-06,141.610090664,111.178106411
2018-07-09,141.352539916,111.822647306
2018-07-10,141.782110999,111.959525614
2018-07-11,143.017197939,111.340107953
2018-07-12,143.228769413,111.885888549
2018-07-13,142.685400036,112.210757952
2018-07-16,143.225037173,111.574013923
2018-07-17,143.007056702,111.527232729
2018-07-18,142.910443539,111.713491186
2018-07-19,142.283972983,111.468323077
2018-07-20,142.383553672,111.584409744
2018-07-23,142.733106572,111.40161656
2018-07-24,142.36952146,111.644185714
2018-07-25,141.783949109,111.952595067
2018-07-26,140.855406237,111.671907903
2018-07-27,141.435578232,111.475253625
2018-07-30,141.315094484,111.056821835
2018-07-31,141.401334048,111.152983178
2018-08-01,140.990150907,111.337508999
2018-08-02,140.349677134,110.756209348
2018-08-03,140.29318993,110.990981636
2018-08-06,139.858848442,110.874894969
2018-08-07,139.877957506,111.074148203
2018-08-08,140.181538668,110.940735168
2018-08-09,139.870989534,110.685171238
2018-08-10,139.754253227,109.936672135
2018-08-13,139.093651207,109.159584524
2018-08-14,139.630549253,109.459330693
2018-08-15,139.119195668,108.730756913
2018-08-16,139.931800589,108.995850345
2018-08-17,140.302433466,109.105872783
2018-08-20,140.538167019,109.256612186
2018-08-21,141.376672667,109.707964076
2018-08-22,141.83337276,109.908949946
2018-08-23,142.093889028,109.733953628
2018-08-24,142.255775788,109.943602682
2018-08-27,142.619030484,110.810787407
2018-08-28,142.486999274,110.892221337
2018-08-29,143.412315522,111.214491784
2018-08-30,142.402203208,111.017837506
2018-08-31,142.601759184,110.899151884
2018-09-04,142.495950074,110.284932134
2018-09-05,142.398399972,109.831847607
2018-09-06,141.757077016,109.209830991
2018-09-07,141.841572551,109.037433628
2018-09-09,140.844183866,109.037433628
2018-09-10,141.569451984,108.916149051
2018-09-11,141.451235628,109.093744324
2018-09-12,142.171917947,108.907485867
2018-09-13,142.352998478,109.169980344
2018-09-14,142.514926098,109.241884772
2018-09-17,142.745235899,108.890159499
2018-09-18,142.960300102,109.422945319
2018-09-19,142.287572856,109.638658602
2018-09-20,143.235085507,110.226022482
2018-09-21,142.766501479,110.058823029
2018-09-24,142.809726164,109.673311338
2018-09-25,141.958508358,109.510443478
2018-09-26,141.662029729,109.234087906
2018-09-27,141.593265486,109.119733876
2018-09-28,141.548280633,109.095476961
2018-10-01,142.924192762,108.961197608
2018-10-02,142.512744726,108.49771726
2018-10-03,142.941600698,108.941272284
2018-10-04,140.524121244,108.256014424
2018-10-05,139.477678278,107.478926813
2018-10-08,141.008068403,106.983392684
2018-10-09,142.141644777,106.571025122
2018-10-10,141.28296032,105.462137561
2018-10-11,141.230094791,104.938014925
2018-10-12,140.950115714,105.520180894
2018-10-15,141.119396895,105.594684277
2018-10-16,142.997942189,106.74602144
2018-10-17,142.797138398,106.613474724
2018-10-18,142.733950178,105.832055521
2018-10-19,142.281052506,105.550502039
2018-10-22,143.779478597,105.281943333
2018-10-23,142.691347655,104.615744478
