Date,Filings
2017-07-24,167
2017-07-25,165
2017-07-26,152
2017-07-27,199
2017-07-28,262
2017-07-31,291
2017-08-01,257
2017-08-02,230
2017-08-03,233
2017-08-04,166
2017-08-07,259
2017-08-08,281
2017-08-09,177
2017-08-10,175
2017-08-11,134
2017-08-14,190
2017-08-15,143
2017-08-16,183
2017-08-17,173
2017-08-18,149
2017-08-21,160
2017-08-22,213
2017-08-23,252
2017-08-24,272
2017-08-25,249
2017-08-28,143
2017-08-29,224
2017-08-30,224
2017-08-31,282
2017-09-01,346
2017-09-04,231
2017-09-05,259
2017-09-06,257
2017-09-07,265
2017-09-08,226
2017-09-11,192
2017-09-12,213
2017-09-13,253
2017-09-14,235
2017-09-15,295
2017-09-18,272
2017-09-19,245
2017-09-20,204
2017-09-21,228
2017-09-22,287
2017-09-25,322
2017-09-26,241
2017-09-27,252
2017-09-28,314
2017-09-29,287
2017-10-02,345
2017-10-03,268
2017-10-04,194
2017-10-05,246
2017-10-06,262
2017-10-09,235
2017-10-10,209
2017-10-11,191
2017-10-12,197
2017-10-13,171
2017-10-16,179
2017-10-17,147
2017-10-18,234
2017-10-19,156
2017-10-20,206
2017-10-23,167
2017-10-24,201
2017-10-25,207
2017-10-26,209
2017-10-27,227
2017-10-30,271
2017-10-31,336
2017-11-01,167
2017-11-02,191
2017-11-03,225
2017-11-06,290
2017-11-07,299
2017-11-08,252
2017-11-09,239
2017-11-10,252
2017-11-13,275
2017-11-14,220
2017-11-15,215
2017-11-16,320
2017-11-17,387
2017-11-20,274
2017-11-21,277
2017-11-22,219
2017-11-23,251
2017-11-24,259
2017-11-27,262
2017-11-28,254
2017-11-29,261
2017-11-30,258
2017-12-01,302
2017-12-04,269
2017-12-05,238
2017-12-06,217
2017-12-07,288
2017-12-08,254
2017-12-11,237
2017-12-12,264
2017-12-13,260
2017-12-14,363
2017-12-15,339
2017-12-18,252
2017-12-19,292
2017-12-20,300
2017-12-21,275
2017-12-22,276
2017-12-25,35
2017-12-26,30
2017-12-27,245
2017-12-28,216
2017-12-29,302
2018-01-01,10
2018-01-02,166
2018-01-03,169
2018-01-04,149
2018-01-05,161
2018-01-08,183
2018-01-09,359
2018-01-10,214
2018-01-11,155
2018-01-12,171
2018-01-15,181
2018-01-16,162
2018-01-17,175
2018-01-18,158
2018-01-19,167
2018-01-22,147
2018-01-23,184
2018-01-24,134
2018-01-25,211
2018-01-26,200
2018-01-29,140
2018-01-30,164
2018-01-31,174
2018-02-01,234
2018-02-02,206
2018-02-05,141
2018-02-06,188
2018-02-07,243
2018-02-08,214
2018-02-09,238
2018-02-12,231
2018-02-13,283
2018-02-14,267
2018-02-15,426
2018-02-16,562
2018-02-19,274
2018-02-20,256
2018-02-21,275
2018-02-22,252
2018-02-23,293
2018-02-26,346
2018-02-27,369
2018-02-28,351
2018-03-01,388
2018-03-02,219
2018-03-05,323
2018-03-06,273
2018-03-07,431
2018-03-08,385
2018-03-09,293
2018-03-12,349
2018-03-13,328
2018-03-14,334
2018-03-15,426
2018-03-16,314
2018-03-19,276
2018-03-20,311
2018-03-21,267
2018-03-22,436
2018-03-23,324
2018-03-26,293
2018-03-27,272
2018-03-28,225
2018-03-29,293
2018-03-30,57
2018-04-02,40
2018-04-03,405
2018-04-04,227
2018-04-05,347
2018-04-06,213
2018-04-09,254
2018-04-10,329
2018-04-11,260
2018-04-12,117
2018-04-13,170
2018-04-16,220
2018-04-17,159
2018-04-18,186
2018-04-19,207
2018-04-20,294
2018-04-23,171
2018-04-24,223
2018-04-25,186
2018-04-26,263
2018-04-27,206
2018-04-30,204
2018-05-01,30
2018-05-02,199
2018-05-03,280
2018-05-04,300
2018-05-07,283
2018-05-08,363
2018-05-09,352
2018-05-10,162
2018-05-11,250
2018-05-14,282
2018-05-15,275
2018-05-16,244
2018-05-17,212
2018-05-18,197
2018-05-21,157
2018-05-22,179
2018-05-23,136
2018-05-24,196
2018-05-25,317
2018-05-28,318
2018-05-29,407
2018-05-30,358
2018-05-31,325
2018-06-01,489
2018-06-04,364
2018-06-05,248
2018-06-06,210
2018-06-07,424
2018-06-08,352
2018-06-11,214
2018-06-12,156
2018-06-13,216
2018-06-14,248
2018-06-15,282
2018-06-18,290
2018-06-19,210
2018-06-20,251
2018-06-21,166
2018-06-22,96
2018-06-25,297
2018-06-26,204
2018-06-27,167
2018-06-28,271
2018-06-29,271
2018-07-02,247
2018-07-03,182
2018-07-04,233
2018-07-05,150
2018-07-06,191
2018-07-09,133
2018-07-10,164
2018-07-11,161
2018-07-12,155
2018-07-13,184
2018-07-16,136
2018-07-17,146
2018-07-18,112
2018-07-19,113
2018-07-20,166
2018-07-23,144
2018-07-24,180
2018-07-25,201
2018-07-26,248
2018-07-27,178
2018-07-30,156
2018-07-31,199
2018-08-01,174
2018-08-02,205
2018-08-03,282
2018-08-06,148
2018-08-07,202
2018-08-08,103
2018-08-09,115
2018-08-10,94
2018-08-13,87
2018-08-14,138
2018-08-15,155
2018-08-16,149
2018-08-17,171
2018-08-20,183
2018-08-21,153
2018-08-22,132
2018-08-23,137
2018-08-24,161
2018-08-27,168
2018-08-28,149
2018-08-29,182
2018-08-30,190
2018-08-31,227
2018-09-03,280
2018-09-04,333
2018-09-05,248
2018-09-06,236
2018-09-07,162
2018-09-10,217
2018-09-11,218
2018-09-12,246
2018-09-13,225
2018-09-14,376
2018-09-17,273
2018-09-18,329
2018-09-19,374
2018-09-20,264
2018-09-21,238
2018-09-24,101
2018-09-25,117
2018-09-26,123
2018-09-27,181
2018-09-28,141
2018-10-01,167
2018-10-02,210
2018-10-03,153
2018-10-04,220
2018-10-05,229
2018-10-08,179
2018-10-09,246
2018-10-10,224
2018-10-11,280
2018-10-12,255
2018-10-15,189
2018-10-16,96
2018-10-17,114
2018-10-18,115
2018-10-19,250
2018-10-22,164
2018-10-23,172
2018-10-24,101
2018-10-25,136
2018-10-26,362
2018-10-29,227
2018-10-30,227
2018-10-31,220
2018-11-01,122
2018-11-02,213
2018-11-05,137
2018-11-06,192
2018-11-07,219
2018-11-08,190
2018-11-09,217
2018-11-12,393
2018-11-13,427
2018-11-14,281
2018-11-15,293
2018-11-16,220
2018-11-19,148
2018-11-20,254
2018-11-21,245
2018-11-22,253
2018-11-23,240
2018-11-26,271
2018-11-27,287
2018-11-28,254
2018-11-29,280
2018-11-30,317
2018-12-03,399
2018-12-04,316
2018-12-05,256
2018-12-06,286
2018-12-07,226
2018-12-10,232
2018-12-11,199
2018-12-12,244
2018-12-13,393
2018-12-14,376
2018-12-17,245
2018-12-18,254
2018-12-19,259
2018-12-20,275
2018-12-21,315
2018-12-24,74
2018-12-25,16
2018-12-26,21
2018-12-27,250
2018-12-28,279
2018-12-31,140
2019-01-01,4
2019-01-02,138
2019-01-03,209
2019-01-04,116
2019-01-07,111
2019-01-08,127
2019-01-09,100
2019-01-10,152
2019-01-11,158
2019-01-14,86
2019-01-15,129
2019-01-16,82
2019-01-17,74
2019-01-18,86
2019-01-21,68
2019-01-22,96
2019-01-23,89
2019-01-24,163
2019-01-25,151
2019-01-28,128
2019-01-29,154
2019-01-30,103
2019-01-31,182
2019-02-01,150
2019-02-04,93
2019-02-05,125
2019-02-06,109
2019-02-07,118
2019-02-08,87
2019-02-11,167
2019-02-12,159
2019-02-13,179
2019-02-14,208
2019-02-15,319
2019-02-18,118
2019-02-19,123
2019-02-20,103
2019-02-21,49
2019-02-22,59
2019-02-25,85
2019-02-26,67
2019-02-27,124
2019-02-28,191
2019-03-01,336
2019-03-04,281
2019-03-05,353
2019-03-06,275
2019-03-07,450
2019-03-08,313
2019-03-11,260
2019-03-12,314
2019-03-13,307
2019-03-14,308
2019-03-15,309
2019-03-18,310
2019-03-19,331
2019-03-20,169
2019-03-21,213
2019-03-22,376
2019-03-25,324
2019-03-26,256
2019-03-27,237
2019-03-28,263
2019-03-29,493
2019-04-01,506
2019-04-02,289
2019-04-03,258
2019-04-04,183
2019-04-05,194
2019-04-08,271
2019-04-09,194
2019-04-10,166
2019-04-11,171
2019-04-12,197
2019-04-15,136
2019-04-16,242
2019-04-17,189
2019-04-18,144
2019-04-19,19
2019-04-22,40
2019-04-23,183
2019-04-24,158
2019-04-25,199
2019-04-26,191
2019-04-29,268
2019-04-30,178
2019-05-01,56
2019-05-02,171
2019-05-03,225
2019-05-06,156
2019-05-07,240
2019-05-08,312
2019-05-09,272
2019-05-10,261
2019-05-13,331
2019-05-14,218
2019-05-15,238
2019-05-16,287
2019-05-17,266
2019-05-20,285
2019-05-21,254
2019-05-22,149
2019-05-23,260
2019-05-24,285
2019-05-27,194
2019-05-28,284
2019-05-29,253
2019-05-30,123
2019-05-31,239
2019-06-03,189
2019-06-04,166
2019-06-05,118
2019-06-06,36
2019-06-20,1
