Date,ADAS,HFR Equity Hedge Index
2017-12-12,123.748563021,108.773206503
2017-12-13,124.187898294,108.512444663
2017-12-14,124.296193823,108.230891181
2017-12-15,124.533705609,108.670980932
2017-12-16,124.533705609,108.670980932
2017-12-17,124.533705609,108.670980932
2017-12-18,124.755219192,109.296462822
2017-12-19,124.141134315,109.19423725
2017-12-20,123.923312625,109.336313469
2017-12-21,124.610004732,109.784200085
2017-12-22,124.557087598,109.999913368
2017-12-23,124.557087598,109.999913368
2017-12-24,124.557087598,109.999913368
2017-12-25,124.557087598,109.999913368
2017-12-26,124.557087598,109.972191179
2017-12-27,124.557087598,110.002512323
2017-12-28,123.998381117,110.166246502
2017-12-29,123.316611534,110.088277845
2017-12-30,123.316611534,110.088277845
2017-12-31,123.316611534,110.088277845
2018-01-01,123.316611534,110.088277845
2018-01-02,124.515246143,110.54222869
2018-01-03,124.74168225,110.951997296
2018-01-04,124.891819234,111.386022818
2018-01-05,124.394644304,111.635522519
2018-01-06,124.394644304,111.635522519
2018-01-07,124.394644304,111.635522519
2018-01-08,124.349110956,111.611265604
2018-01-09,123.707952197,111.929204459
2018-01-10,123.581197202,111.770668191
2018-01-11,124.362647897,112.620526548
2018-01-12,124.301116346,113.254671622
2018-01-13,124.301116346,113.254671622
2018-01-14,124.301116346,113.254671622
2018-01-15,124.229739747,113.254671622
2018-01-16,123.412600753,112.764335404
2018-01-17,123.525818806,112.941930677
2018-01-18,123.268616924,112.840571423
2018-01-19,124.182975768,113.203558835
2018-01-20,124.182975768,113.203558835
2018-01-21,124.182975768,113.203558835
2018-01-22,124.456175853,114.013566545
2018-01-23,124.523860559,114.430265699
2018-01-24,124.741682249,114.396479281
2018-01-25,124.227278485,114.218884008
2018-01-26,123.901161266,115.063544454
2018-01-27,123.901161266,115.063544454
2018-01-28,123.901161266,115.063544454
2018-01-29,123.722719769,114.857360673
2018-01-30,124.436485758,113.892281968
2018-01-31,124.368801052,113.842901819
2018-02-01,124.389721779,113.970250625
2018-02-02,125.278237372,112.822378736
2018-02-03,125.278237372,112.822378736
2018-02-04,125.278237372,112.822378736
2018-02-05,127.34815874,112.399615354
2018-02-06,127.226326269,111.967322469
2018-02-07,127.836719253,112.08081018
2018-02-08,129.109191723,110.887023416
2018-02-09,128.941825905,110.843707496
2018-02-10,128.941825905,110.843707496
2018-02-11,128.941825905,110.843707496
2018-02-12,128.641551937,111.398151276
2018-02-13,128.832299744,111.322781575
2018-02-14,129.08211784,112.424738588
2018-02-15,129.50668554,112.898614756
2018-02-16,129.36147108,112.915074806
2018-02-17,129.36147108,112.915074806
2018-02-18,129.36147108,112.915074806
2018-02-19,129.328244043,112.915074806
2018-02-20,128.509874418,112.547755802
2018-02-21,128.43972845,112.682901473
2018-02-22,128.312973455,112.514835702
2018-02-23,128.662472663,113.010369831
2018-02-24,128.662472663,113.010369831
2018-02-25,128.662472663,113.010369831
2018-02-26,128.962746631,113.388084656
2018-02-27,128.192371615,112.753073264
2018-02-28,127.145104621,112.150981971
2018-03-01,126.747610803,111.555821226
2018-03-02,127.927785947,111.43973456
2018-03-03,127.927785947,111.43973456
2018-03-04,127.927785947,111.43973456
2018-03-05,129.256867444,111.892819087
2018-03-06,129.148571915,112.171773614
2018-03-07,129.290094482,112.318181425
2018-03-08,128.961516001,112.539092619
2018-03-09,129.922638824,113.195761971
2018-03-10,129.922638824,113.195761971
2018-03-11,129.922638824,113.195761971
2018-03-12,129.878336107,113.550086199
2018-03-13,129.357779187,113.095269035
2018-03-14,129.190413369,112.825844011
2018-03-15,129.256867444,112.656911922
2018-03-16,128.981206097,112.779929136
2018-03-17,128.981206097,112.779929136
2018-03-18,128.981206097,112.779929136
2018-03-19,128.981206097,112.170040978
2018-03-20,128.231751809,112.419540679
2018-03-21,128.73015737,112.730548987
2018-03-22,128.241596857,111.800989337
2018-03-23,127.506910141,110.841108542
2018-03-24,127.506910141,110.841108542
2018-03-25,127.506910141,110.841108542
2018-03-26,128.567714076,111.438868243
2018-03-27,128.283438311,111.212759139
2018-03-28,127.922863423,110.743214563
2018-03-29,128.712928535,111.381691229
2018-03-30,128.712928535,111.381691229
2018-03-31,128.712928535,111.381691229
2018-04-01,128.712928535,111.381691229
2018-04-02,128.712928535,111.257807697
2018-04-03,128.674778974,111.496045259
2018-04-04,128.783074503,111.290727797
2018-04-05,129.462382824,111.65891312
2018-04-06,127.970858033,110.803856853
2018-04-07,127.970858033,110.803856853
2018-04-08,127.970858033,110.803856853
2018-04-09,127.997931915,110.798658943
2018-04-10,128.835991637,111.76806924
2018-04-11,129.645746845,111.442333519
2018-04-12,129.165800749,111.964723518
2018-04-13,129.123959294,111.844305259
