Date,Billionaires,MSCI ACWI
07-Sep-2019,5.087036,2.81119
08-Sep-2019,5.08698,2.81119
09-Sep-2019,5.099717,2.811628
10-Sep-2019,5.105012,2.812095
11-Sep-2019,5.146542,2.832233
12-Sep-2019,5.149511,2.842658
13-Sep-2019,5.165966,2.848939
14-Sep-2019,5.165966,2.848939
15-Sep-2019,5.165687,2.848939
16-Sep-2019,5.144277,2.837845
17-Sep-2019,5.121625,2.842006
18-Sep-2019,5.120674,2.842025
19-Sep-2019,5.103879,2.844819
20-Sep-2019,5.114663,2.838253
21-Sep-2019,5.114663,2.838253
22-Sep-2019,5.114607,2.838253
23-Sep-2019,5.100191,2.832029
24-Sep-2019,5.054333,2.817558
25-Sep-2019,5.049701,2.818587
26-Sep-2019,5.06142,2.8187
27-Sep-2019,5.043791,2.8093
28-Sep-2019,5.043791,2.8093
29-Sep-2019,5.043903,2.8093
30-Sep-2019,5.056562,2.814355
